,agrup_dato,fecha_corte,Codigo Ejecutivo,Antigüedad,cargo,canal,catt,region,cum tarjetas,cum seguros,cum creditos,Tarjetas,Seguros,Creditos,antiguedad_cod,metas_tarjetas,metas_seguros,metas_creditos
278,EJECUTIVO,2025-01-31,1580403,entre 6 meses y 1 año,Comercial,878915,ÉXITO UNICENTRO ARMENIA,ANTIOQUIA,89.74359,49.7007623298233,241.78826500000002,35,13,17.28786096,1: Entre 6 meses y 1 año,38,26,7
279,EJECUTIVO,2025-01-31,1877082,Menos de 6 meses,Comercial,305020,ÉXITO SAN PEDRO NEIVA,BOGOTA CENTRO,51.282050999999996,11.2986003490313,304.885427,20,3,17.98824017,0: Menos de 6 meses,39,26,5
280,EJECUTIVO,2025-01-31,1943157,Mas de 5 años,Servicio,305027,ÉXITO SUBA,BOGOTA CENTRO,250.0,100.64153153153099,196.446944,10,51,16.95337129,3: Mayor a 5 años,4,50,8
281,EJECUTIVO,2025-01-31,1438420,entre 6 meses y 1 año,Servicio,305044,ÉXITO SALITRE,BOGOTA CENTRO,175.0,75.82432748538011,188.51974199999998,7,17,6.78670883,1: Entre 6 meses y 1 año,4,22,3
282,EJECUTIVO,2025-01-31,1637221,Entre 1 y 5 años,Comercial,305002,ÉXITO POBLADO,ANTIOQUIA,90.0,166.178225435545,134.644267,45,34,5.2511264,2: Entre 1 y 5 años,50,20,3
284,EJECUTIVO,2025-01-31,1498687,entre 6 meses y 1 año,Comercial,305008,ÉXITO SAN FERNANDO,ANTIOQUIA,87.037037,59.9107619047619,383.1614891346155,47,11,34.1343735,1: Entre 6 meses y 1 año,54,18,5
285,EJECUTIVO,2025-01-31,1789265,Mas de 5 años,Comercial,886722,ÉXITO MAGANGUE,COSTAS,128.571429,97.3775700934579,90.463827,18,27,3.99850114,3: Mayor a 5 años,13,27,4
286,EJECUTIVO,2025-01-31,1843878,Mas de 5 años,Servicio,863217,ÉXITO MOSQUERA,BOGOTA Y CERCANIAS,150.0,128.347486187845,249.41954800000002,6,45,13.09452629,3: Mayor a 5 años,4,35,5
287,EJECUTIVO,2025-01-31,1946235,entre 6 meses y 1 año,Comercial,305009,ÉXITO LAURELES,ANTIOQUIA,33.870968000000005,103.711333333333,202.58257300000002,21,16,8.55911373,1: Entre 6 meses y 1 año,61,15,4
288,EJECUTIVO,2025-01-31,1075070,Entre 1 y 5 años,Comercial,305078,ÉXITO CAUCASIA,COSTAS,106.451613,119.783220386158,278.635223,33,41,19.92241842,2: Entre 1 y 5 años,30,34,7
289,EJECUTIVO,2025-01-31,1334182,Mas de 5 años,Servicio,886175,ÉXITO PITALITO,BOGOTA CENTRO,166.666667,87.0586844569288,172.53782099999998,5,28,5.96290708,3: Mayor a 5 años,2,32,3
290,EJECUTIVO,2025-01-31,1401943,entre 6 meses y 1 año,Comercial,305036,ÉXITO RIONEGRO,ANTIOQUIA,85.714286,133.547479016011,109.089999,54,23,6.38176494,1: Entre 6 meses y 1 año,62,17,5
291,EJECUTIVO,2025-01-31,1262289,entre 6 meses y 1 año,Comercial,305003,ÉXITO ENVIGADO,ANTIOQUIA,20.0,0.0,0.0,3,0,0.0,1: Entre 6 meses y 1 año,15,0,0
292,EJECUTIVO,2025-01-31,1201704,Mas de 5 años,Comercial,305046,ÉXITO CABECERA,SANTANDERES BOYACA,50.0,40.0289751292974,187.38898799999998,7,7,4.14129663,3: Mayor a 5 años,14,17,2
293,EJECUTIVO,2025-01-31,1901515,Entre 1 y 5 años,Comercial,305025,ÉXITO POPAYAN,ANTIOQUIA,81.034483,110.238095238095,188.86087799999999,47,15,13.50355281,2: Entre 1 y 5 años,57,13,7
294,EJECUTIVO,2025-01-31,1199128,Menos de 6 meses,Comercial,305037,ÉXITO PASTO,ANTIOQUIA,25.0,1.7322303128348802,63.137579,6,4,3.28315412,0: Menos de 6 meses,24,230,5
295,EJECUTIVO,2025-01-31,1565546,Mas de 5 años,Servicio,888587,ÉXITO FLORENCIA,BOGOTA CENTRO,285.0,71.9228649948348,277.847777,16,21,20.83858331,3: Mayor a 5 años,4,29,7
296,EJECUTIVO,2025-01-31,1474410,Entre 1 y 5 años,Comercial,305015,ÉXITO COUNTRY,BOGOTA Y CERCANIAS,29.72973,74.9144345238095,204.096402,11,7,6.36780774,2: Entre 1 y 5 años,36,9,3
297,EJECUTIVO,2025-01-31,1952792,Mas de 5 años,Servicio,305027,ÉXITO SUBA,BOGOTA CENTRO,200.0,134.590259009009,284.70485,4,18,9.82801143,3: Mayor a 5 años,2,13,3
298,EJECUTIVO,2025-01-31,1780521,entre 6 meses y 1 año,Comercial,305004,ÉXITO SAN ANTONIO,ANTIOQUIA,93.220339,82.2253809523809,383.1614891346155,55,20,39.2246309,1: Entre 6 meses y 1 año,58,24,8
299,EJECUTIVO,2025-01-31,1286535,Entre 1 y 5 años,Comercial,305068,ÉXITO CASTELLANA,COSTAS,78.947368,32.7405714285714,94.828152,15,6,7.39659584,2: Entre 1 y 5 años,19,18,7
300,EJECUTIVO,2025-01-31,1179969,Entre 1 y 5 años,Comercial,305025,ÉXITO POPAYAN,ANTIOQUIA,91.37931,37.333,311.479041,53,14,22.27075142,2: Entre 1 y 5 años,58,37,7
301,EJECUTIVO,2025-01-31,1535601,entre 6 meses y 1 año,Comercial,881728,ÉXITO ARBOLEDA,ANTIOQUIA,81.481481,35.2884820452399,363.059552,22,6,11.79943545,1: Entre 6 meses y 1 año,27,17,3
302,EJECUTIVO,2025-01-31,1717883,Mas de 5 años,Servicio,305057,ÉXITO ALAMEDAS,COSTAS,175.0,101.34749419559299,138.58397300000001,7,57,10.91348786,3: Mayor a 5 años,4,56,7
303,EJECUTIVO,2025-01-31,1762093,Mas de 5 años,Comercial,305018,ÉXITO BUCARAMANGA,SANTANDERES BOYACA,62.5,74.1883333333333,185.565026,25,10,10.25246771,3: Mayor a 5 años,40,13,5
304,EJECUTIVO,2025-01-31,1851945,Entre 1 y 5 años,Comercial,305058,ÉXITO LAS FLORES,COSTAS,152.94117599999998,136.111283008496,166.392823,26,35,11.89708681,2: Entre 1 y 5 años,17,25,7
305,EJECUTIVO,2025-01-31,1287464,Mas de 5 años,Comercial,305040,ÉXITO OCCIDENTE,BOGOTA CENTRO,71.875,35.6985238095238,243.898868,23,7,8.04866264,3: Mayor a 5 años,32,19,3
306,EJECUTIVO,2025-01-31,1575594,entre 6 meses y 1 año,Comercial,305023,ÉXITO BARRANQUILLA,COSTAS,68.181818,151.87080952380902,91.35064299999999,15,20,5.9377918,1: Entre 6 meses y 1 año,22,13,6
307,EJECUTIVO,2025-01-31,1666808,Entre 1 y 5 años,Comercial,305009,ÉXITO LAURELES,ANTIOQUIA,32.258065,113.443428571428,152.039487,20,11,6.42366832,2: Entre 1 y 5 años,61,9,4
308,EJECUTIVO,2025-01-31,1068093,Mas de 5 años,Servicio,305053,ÉXITO ALAMOS,BOGOTA CENTRO,175.0,65.9305900621118,285.724013,7,17,16.75771338,3: Mayor a 5 años,4,25,5
309,EJECUTIVO,2025-01-31,1349458,Entre 1 y 5 años,Comercial,356063,ÉXITO CARTAGO,ANTIOQUIA,36.170213000000004,94.5714285714285,383.1614891346155,17,4,16.91718247,2: Entre 1 y 5 años,46,4,3
310,EJECUTIVO,2025-01-31,1254030,entre 6 meses y 1 año,Comercial,305053,ÉXITO ALAMOS,BOGOTA CENTRO,67.741935,69.1528571428571,135.524093,21,11,5.72589293,1: Entre 6 meses y 1 año,31,15,4
311,EJECUTIVO,2025-01-31,1695835,Mas de 5 años,Servicio,305045,ÉXITO UNICENTRO BOGOTA,BOGOTA Y CERCANIAS,275.0,62.3686772384607,241.61145199999999,11,22,9.06042944,3: Mayor a 5 años,4,35,3
312,EJECUTIVO,2025-01-31,1126277,entre 6 meses y 1 año,Comercial,305019,ÉXITO IBAGUE,BOGOTA Y CERCANIAS,55.769231,55.972142857142806,306.88406200000003,29,8,13.96322483,1: Entre 6 meses y 1 año,51,14,4
313,EJECUTIVO,2025-01-31,1129199,Mas de 5 años,Servicio,305032,ÉXITO CARTAGENA,COSTAS,150.0,89.2274356561047,137.09655,6,53,10.79635335,3: Mayor a 5 años,4,59,7
314,EJECUTIVO,2025-01-31,1824112,Menos de 6 meses,Comercial,305028,ÉXITO PEREIRA,ANTIOQUIA,62.71186399999999,57.5910952380952,228.992067,37,7,12.65181171,0: Menos de 6 meses,59,12,5
315,EJECUTIVO,2025-01-31,1735609,Mas de 5 años,Comercial,888586,ÉXITO SOLEDAD,COSTAS,87.5,124.95932649130701,383.1614891346155,14,32,33.64593333,3: Mayor a 5 años,16,25,6
316,EJECUTIVO,2025-01-31,1654427,Menos de 6 meses,Comercial,305030,ÉXITO TULUA,ANTIOQUIA,56.36363599999999,89.3110476190476,239.244964,31,13,14.77337651,0: Menos de 6 meses,55,14,6
317,EJECUTIVO,2025-01-31,1706744,Mas de 5 años,Servicio,305010,ÉXITO LA FLORA,ANTIOQUIA,275.0,106.396907407407,79.70696000000001,11,65,5.08131873,3: Mayor a 5 años,4,61,6
318,EJECUTIVO,2025-01-31,1462351,Entre 1 y 5 años,Comercial,400120,ÉXITO SUPERCENTRO TULUA,ANTIOQUIA,81.395349,51.0125238095238,383.1614891346155,35,14,28.987217,2: Entre 1 y 5 años,42,27,5
319,EJECUTIVO,2025-01-31,1765137,Mas de 5 años,Servicio,305055,ÉXITO SAN MATEO CUCUTA,SANTANDERES BOYACA,285.0,60.666920538207606,369.353149,6,33,10.08334096,3: Mayor a 5 años,2,54,2
320,EJECUTIVO,2025-01-31,1776631,Entre 1 y 5 años,Servicio,305061,ÉXITO BUENAVISTA SANTA MARTA,COSTAS,150.0,189.099492063492,106.214265,6,86,5.97455243,2: Entre 1 y 5 años,4,45,5
321,EJECUTIVO,2025-01-31,1487070,Mas de 5 años,Comercial,854226,ÉXITO MANIZALES,ANTIOQUIA,100.0,107.753288522859,366.119561,37,25,13.08877432,3: Mayor a 5 años,37,23,3
322,EJECUTIVO,2025-01-31,1214790,Mas de 5 años,Comercial,356070,ÉXITO PALMIRA,ANTIOQUIA,119.23076900000001,97.4232120055959,109.77843700000001,31,21,4.63813898,3: Mayor a 5 años,26,21,4
323,EJECUTIVO,2025-01-31,1871504,Mas de 5 años,Servicio,305057,ÉXITO ALAMEDAS,COSTAS,150.0,100.19911915467301,172.855162,6,66,13.61234398,3: Mayor a 5 años,4,65,7
324,EJECUTIVO,2025-01-31,1706698,Mas de 5 años,Servicio,305021,ÉXITO VILLAVICENCIO,BOGOTA CENTRO,200.0,43.2122644927536,383.1614891346155,8,21,21.60968269,3: Mayor a 5 años,4,48,5
326,EJECUTIVO,2025-01-31,1491542,Mas de 5 años,Servicio,305061,ÉXITO BUENAVISTA SANTA MARTA,COSTAS,150.0,169.63969841269798,79.895208,6,78,4.49410545,3: Mayor a 5 años,4,45,5
327,EJECUTIVO,2025-01-31,1226230,Entre 1 y 5 años,Servicio,305017,ÉXITO BELLO,ANTIOQUIA,225.0,4.94842424242424,38.710819,9,6,3.048477,2: Entre 1 y 5 años,4,121,7
328,EJECUTIVO,2025-01-31,1827939,Menos de 6 meses,Comercial,305020,ÉXITO SAN PEDRO NEIVA,BOGOTA CENTRO,30.769231,7.611312322404521,15.31458,12,3,0.9035602,0: Menos de 6 meses,38,39,5
329,EJECUTIVO,2025-01-31,1636262,entre 6 meses y 1 año,Comercial,305045,ÉXITO UNICENTRO BOGOTA,BOGOTA Y CERCANIAS,44.897959,61.004428571428505,128.215387,22,11,5.00040009,1: Entre 6 meses y 1 año,49,18,3
331,EJECUTIVO,2025-01-31,1028058,Entre 1 y 5 años,Servicio,305028,ÉXITO PEREIRA,ANTIOQUIA,150.0,39.8410833333333,327.754845,6,16,22.61508104,2: Entre 1 y 5 años,4,40,6
332,EJECUTIVO,2025-01-31,1962533,Mas de 5 años,Servicio,305015,ÉXITO COUNTRY,BOGOTA Y CERCANIAS,285.0,89.61685688405791,69.083659,16,30,4.40408329,3: Mayor a 5 años,4,33,6
333,EJECUTIVO,2025-01-31,1218906,Mas de 5 años,Servicio,305018,ÉXITO BUCARAMANGA,SANTANDERES BOYACA,175.0,78.5228466666666,293.39905,7,41,20.24453152,3: Mayor a 5 años,4,52,6
334,EJECUTIVO,2025-01-31,1948346,Mas de 5 años,Comercial,305032,ÉXITO CARTAGENA,COSTAS,135.714286,236.61874999999998,184.25199800000001,19,48,11.37756085,3: Mayor a 5 años,13,18,6
335,EJECUTIVO,2025-01-31,1481828,Mas de 5 años,Servicio,305055,ÉXITO SAN MATEO CUCUTA,SANTANDERES BOYACA,175.0,51.886897689768894,144.468748,7,48,7.58460925,3: Mayor a 5 años,4,92,5
337,EJECUTIVO,2025-01-31,1307527,Entre 1 y 5 años,Comercial,356070,ÉXITO PALMIRA,ANTIOQUIA,138.46153800000002,113.698825044777,306.087961,36,19,12.93221635,2: Entre 1 y 5 años,26,16,4
338,EJECUTIVO,2025-01-31,1998102,Mas de 5 años,Servicio,305022,ÉXITO UNICENTRO CALI,ANTIOQUIA,200.0,99.8234333333333,353.887421,8,73,13.27077828,3: Mayor a 5 años,4,73,3
339,EJECUTIVO,2025-01-31,1930626,Entre 1 y 5 años,Comercial,309631,ÉXITO MAYORCA,ANTIOQUIA,66.666667,68.7551428571428,371.504073,26,7,18.59377884,2: Entre 1 y 5 años,38,10,5
340,EJECUTIVO,2025-01-31,1767148,entre 6 meses y 1 año,Servicio,881415,ÉXITO NUEVO KENNEDY,BOGOTA Y CERCANIAS,266.666667,86.2686714975845,112.36436299999998,8,26,7.58459451,1: Entre 6 meses y 1 año,2,30,6
342,EJECUTIVO,2025-01-31,1133148,entre 6 meses y 1 año,Comercial,400132,ÉXITO VALLE DE LILI,ANTIOQUIA,59.259259,62.7789761904762,301.334732,16,16,17.62808184,1: Entre 6 meses y 1 año,27,25,5
343,EJECUTIVO,2025-01-31,1598233,Entre 1 y 5 años,Comercial,305029,ÉXITO APARTADO,ANTIOQUIA,103.57142900000001,114.45774822585999,211.03599499999999,29,19,10.28800478,2: Entre 1 y 5 años,27,16,4
344,EJECUTIVO,2025-01-31,1239417,Mas de 5 años,Servicio,305057,ÉXITO ALAMEDAS,COSTAS,150.0,47.5998514250662,372.78770099999997,6,33,29.35703148,3: Mayor a 5 años,4,69,7
345,EJECUTIVO,2025-01-31,1471309,Mas de 5 años,Comercial,305036,ÉXITO RIONEGRO,ANTIOQUIA,71.42857099999999,99.2746750500622,207.395131,45,18,12.13261517,3: Mayor a 5 años,63,18,5
346,EJECUTIVO,2025-01-31,1935856,entre 6 meses y 1 año,Comercial,305029,ÉXITO APARTADO,ANTIOQUIA,89.285714,90.72671980218931,328.842116,25,19,16.03105314,1: Entre 6 meses y 1 año,28,20,4
347,EJECUTIVO,2025-01-31,1356457,Mas de 5 años,Comercial,305017,ÉXITO BELLO,ANTIOQUIA,107.57575800000001,105.218023809523,298.13823,71,19,19.37898492,3: Mayor a 5 años,65,18,6
348,EJECUTIVO,2025-01-31,1263382,Entre 1 y 5 años,Comercial,305035,ÉXITO CHIPICHAPE,ANTIOQUIA,43.589744,99.8347857142857,245.96722400000002,17,17,14.38908263,2: Entre 1 y 5 años,38,17,5
349,EJECUTIVO,2025-01-31,1794118,Entre 1 y 5 años,Comercial,305047,ÉXITO CAÑAVERAL,SANTANDERES BOYACA,37.5,68.53879513622229,383.1614891346155,6,15,10.00048734,2: Entre 1 y 5 años,16,21,2
350,EJECUTIVO,2025-01-31,1609304,Entre 1 y 5 años,Comercial,305028,ÉXITO PEREIRA,ANTIOQUIA,55.555555999999996,55.3714285714285,209.29885700000003,5,1,1.8502019,2: Entre 1 y 5 años,8,1,0
351,EJECUTIVO,2025-01-31,1190237,Mas de 5 años,Servicio,356062,ÉXITO TUNJA,SANTANDERES BOYACA,233.33333299999998,112.77522082693801,204.624092,7,59,13.30056595,3: Mayor a 5 años,3,52,6
352,EJECUTIVO,2025-01-31,1155592,Mas de 5 años,Servicio,305068,ÉXITO CASTELLANA,COSTAS,166.666667,98.2557795358245,119.45795,5,60,8.51137893,3: Mayor a 5 años,2,61,7
353,EJECUTIVO,2025-01-31,1509577,Mas de 5 años,Comercial,322348,ÉXITO VIVA TUNJA,SANTANDERES BOYACA,108.82352900000001,149.671316671338,276.80500600000005,37,23,19.37635042,3: Mayor a 5 años,34,15,6
354,EJECUTIVO,2025-01-31,1336368,Mas de 5 años,Servicio,305021,ÉXITO VILLAVICENCIO,BOGOTA CENTRO,175.0,35.474402173913,328.535607,7,20,17.74092279,3: Mayor a 5 años,4,56,5
355,EJECUTIVO,2025-01-31,1996448,Entre 1 y 5 años,Comercial,305056,ÉXITO ORIENTAL,SANTANDERES BOYACA,57.575758,60.26610110565021,168.21774599999998,19,24,9.51271183,2: Entre 1 y 5 años,32,39,5
356,EJECUTIVO,2025-01-31,1840424,entre 6 meses y 1 año,Comercial,305046,ÉXITO CABECERA,SANTANDERES BOYACA,50.0,58.7422261548705,150.955038,10,8,4.90603875,1: Entre 6 meses y 1 año,20,13,3
357,EJECUTIVO,2025-01-31,1013795,Mas de 5 años,Comercial,305950,ÉXITO SOGAMOSO,SANTANDERES BOYACA,55.555555999999996,74.00711215982359,306.31346,25,16,19.91037493,3: Mayor a 5 años,44,21,6
358,EJECUTIVO,2025-01-31,1024108,Mas de 5 años,Servicio,305014,ÉXITO VILLAMAYOR,BOGOTA Y CERCANIAS,175.0,82.8888086419753,134.300272,7,44,7.55439028,3: Mayor a 5 años,4,53,5
359,EJECUTIVO,2025-01-31,1985640,Mas de 5 años,Servicio,879095,ÉXITO SIMON BOLIVAR,ANTIOQUIA,200.0,40.1262564102564,383.1614891346155,6,32,26.86507355,3: Mayor a 5 años,3,79,6
360,EJECUTIVO,2025-01-31,1920093,Mas de 5 años,Servicio,305023,ÉXITO BARRANQUILLA,COSTAS,200.0,108.18642436594199,291.64235399999995,2,13,6.19448267,3: Mayor a 5 años,1,12,2
361,EJECUTIVO,2025-02-28,1299421,Mas de 5 años,Servicio,305036,ÉXITO RIONEGRO,ANTIOQUIA,275.0,100.67802781289501,296.9188966,33,57,59.3837793199999,3: Mayor a 5 años,12,56,19
362,EJECUTIVO,2025-02-28,1723306,Menos de 6 meses,Servicio,305019,ÉXITO IBAGUE,BOGOTA Y CERCANIAS,170.0,7.6923076923076925,0.0,17,4,0.0,0: Menos de 6 meses,10,52,0
363,EJECUTIVO,2025-02-28,1541838,Mas de 5 años,Servicio,305003,ÉXITO ENVIGADO,ANTIOQUIA,200.0,61.279331679639604,25.7414162666666,22,45,3.86121244,3: Mayor a 5 años,11,73,15
364,EJECUTIVO,2025-02-28,1317616,Mas de 5 años,Servicio,305025,ÉXITO POPAYAN,ANTIOQUIA,154.54545454545402,93.2373411533456,147.871000344827,17,52,25.7295540599999,3: Mayor a 5 años,11,55,17
365,EJECUTIVO,2025-02-28,1883925,Entre 1 y 5 años,Servicio,878915,ÉXITO UNICENTRO ARMENIA,ANTIOQUIA,285.0,105.139981737906,188.20918020202,36,62,27.94906326,2: Entre 1 y 5 años,12,58,14
366,EJECUTIVO,2025-02-28,1747423,Mas de 5 años,Servicio,305087,ÉXITO CENTRO VILLAVICENCIO,BOGOTA CENTRO,166.666666666666,112.121142857142,156.044835229357,10,50,17.00888704,3: Mayor a 5 años,6,44,10
367,EJECUTIVO,2025-02-28,1425397,Entre 1 y 5 años,Comercial,356060,ÉXITO DUITAMA,SANTANDERES BOYACA,60.0,137.68743055555498,63.6008765217391,21,27,7.3141008,2: Entre 1 y 5 años,35,19,11
368,EJECUTIVO,2025-02-28,1013795,Mas de 5 años,Comercial,305950,ÉXITO SOGAMOSO,SANTANDERES BOYACA,55.2631578947368,15.386120139641198,9.18307370838117,21,1,0.79984572,3: Mayor a 5 años,38,6,8
369,EJECUTIVO,2025-02-28,1568320,Menos de 6 meses,Comercial,305031,ÉXITO ITAGUI,ANTIOQUIA,79.3103448275862,1.7857142857142856,0.0,23,1,0.0,0: Menos de 6 meses,29,56,0
370,EJECUTIVO,2025-02-28,1415435,Menos de 6 meses,Comercial,346621,ÉXITO RIOHACHA,COSTAS,57.89473684210527,15.789473684210526,39.5125662,11,3,3.95125662,0: Menos de 6 meses,19,19,10
371,EJECUTIVO,2025-02-28,1144000,Mas de 5 años,Servicio,305007,ÉXITO AMÉRICAS,BOGOTA Y CERCANIAS,209.090909090909,82.12661179698209,61.0301837446808,23,24,7.17104658999999,3: Mayor a 5 años,11,29,11
372,EJECUTIVO,2025-02-28,1826860,Menos de 6 meses,Comercial,305040,ÉXITO OCCIDENTE,BOGOTA CENTRO,0.0,0.0,32.4211138,0,0,3.24211138,0: Menos de 6 meses,0,0,10
373,EJECUTIVO,2025-02-28,1193994,Menos de 6 meses,Comercial,305003,ÉXITO ENVIGADO,ANTIOQUIA,28.000000000000004,0.0,0.0,7,0,0.0,0: Menos de 6 meses,25,0,0
375,EJECUTIVO,2025-02-28,1229130,entre 6 meses y 1 año,Comercial,305060,ÉXITO BUENAVISTA BARRANQUILLA,COSTAS,103.571428571428,105.23862426874399,55.9498195260663,29,30,5.90270596,1: Entre 6 meses y 1 año,28,28,10
376,EJECUTIVO,2025-02-28,1345307,Menos de 6 meses,Comercial,305017,ÉXITO BELLO,ANTIOQUIA,73.076923076923,56.9664935064935,43.9787492777777,57,6,7.91617487,0: Menos de 6 meses,78,10,18
377,EJECUTIVO,2025-02-28,1939486,Menos de 6 meses,Comercial,305057,ÉXITO ALAMEDAS,COSTAS,74.28571428571429,0.0,37.5161808,26,0,3.75161808,0: Menos de 6 meses,35,0,10
378,EJECUTIVO,2025-02-28,1870258,Mas de 5 años,Comercial,881415,ÉXITO NUEVO KENNEDY,BOGOTA Y CERCANIAS,63.3333333333333,122.63196649029899,70.7911195081967,19,19,8.63651658,3: Mayor a 5 años,30,15,12
379,EJECUTIVO,2025-02-28,1190237,Mas de 5 años,Servicio,356062,ÉXITO TUNJA,SANTANDERES BOYACA,283.333333333333,80.4091100883132,172.238355538461,17,36,22.39098622,3: Mayor a 5 años,6,44,13
380,EJECUTIVO,2025-02-28,1303886,Menos de 6 meses,Comercial,305004,ÉXITO SAN ANTONIO,ANTIOQUIA,88.37209302325581,43.75,113.40149,38,7,15.8762086,0: Menos de 6 meses,43,16,14
381,EJECUTIVO,2025-02-28,1096920,Entre 1 y 5 años,Comercial,400121,ÉXITO JAMUNDI,ANTIOQUIA,93.3333333333333,158.077593537414,165.31905985,56,28,33.06381197,2: Entre 1 y 5 años,60,17,20
382,EJECUTIVO,2025-02-28,1094583,Mas de 5 años,Servicio,305025,ÉXITO POPAYAN,ANTIOQUIA,136.363636363636,112.213471983986,57.3430656321839,15,61,9.97769342,3: Mayor a 5 años,11,54,17
383,EJECUTIVO,2025-02-28,1078884,Entre 1 y 5 años,Comercial,305074,ÉXITO CENTRO SANTA MARTA,COSTAS,100.0,144.339122807017,63.51760624,23,51,7.93970078,2: Entre 1 y 5 años,23,35,12
384,EJECUTIVO,2025-02-28,1628589,Menos de 6 meses,Comercial,356060,ÉXITO DUITAMA,SANTANDERES BOYACA,27.77777777777778,0.0,57.540434636363635,5,0,6.32944781,0: Menos de 6 meses,18,0,11
385,EJECUTIVO,2025-02-28,1535601,entre 6 meses y 1 año,Comercial,305028,ÉXITO PEREIRA,ANTIOQUIA,91.5492957746478,104.87428571428501,29.206738062499998,65,14,4.67307809,1: Entre 6 meses y 1 año,71,13,16
386,EJECUTIVO,2025-02-28,1096233,Mas de 5 años,Servicio,305024,ÉXITO CHAPINERO,BOGOTA CENTRO,136.363636363636,114.407990258067,146.632937798165,15,55,15.98299022,3: Mayor a 5 años,11,48,10
387,EJECUTIVO,2025-02-28,1307527,Entre 1 y 5 años,Comercial,356070,ÉXITO PALMIRA,ANTIOQUIA,95.34883720930229,153.533336223453,63.001880195599,41,25,6.44194225,2: Entre 1 y 5 años,43,16,10
388,EJECUTIVO,2025-02-28,1416156,Mas de 5 años,Servicio,305008,ÉXITO SAN FERNANDO,ANTIOQUIA,154.54545454545402,100.21957732634299,124.440152,17,62,18.6660228,3: Mayor a 5 años,11,61,15
389,EJECUTIVO,2025-02-28,1855978,Entre 1 y 5 años,Comercial,305022,ÉXITO UNICENTRO CALI,ANTIOQUIA,101.61290322580601,107.24132034632,138.156974263157,63,19,26.24982511,2: Entre 1 y 5 años,62,17,19
390,EJECUTIVO,2025-02-28,1717883,Mas de 5 años,Servicio,305057,ÉXITO ALAMEDAS,COSTAS,225.0,140.111704684227,79.929288776699,18,81,10.29089593,3: Mayor a 5 años,8,57,12
392,EJECUTIVO,2025-02-28,1739862,Mas de 5 años,Servicio,305055,ÉXITO SAN MATEO CUCUTA,SANTANDERES BOYACA,172.727272727272,91.5788961384617,92.1865418260869,19,61,10.6014523099999,3: Mayor a 5 años,11,66,11
393,EJECUTIVO,2025-02-28,1015128,Menos de 6 meses,Comercial,305036,ÉXITO RIONEGRO,ANTIOQUIA,13.333333333333334,0.0,0.0,2,0,0.0,0: Menos de 6 meses,15,0,0
394,EJECUTIVO,2025-02-28,1430197,Mas de 5 años,Servicio,305019,ÉXITO IBAGUE,BOGOTA Y CERCANIAS,181.818181818181,115.24921356393001,100.94949738562,20,37,15.4452731,3: Mayor a 5 años,11,32,15
395,EJECUTIVO,2025-02-28,1160652,Menos de 6 meses,Comercial,305083,ÉXITO CENTRO NEIVA,BOGOTA CENTRO,115.625,55.9054974055465,176.597798150051,37,9,17.18296576,0: Menos de 6 meses,32,16,9
396,EJECUTIVO,2025-02-28,1596696,Mas de 5 años,Servicio,305019,ÉXITO IBAGUE,BOGOTA Y CERCANIAS,181.818181818181,204.96985962246202,53.999385490196,20,58,8.26190598,3: Mayor a 5 años,11,28,15
397,EJECUTIVO,2025-02-28,1119541,Mas de 5 años,Servicio,356060,ÉXITO DUITAMA,SANTANDERES BOYACA,133.333333333333,112.92542604368101,19.7538899019607,8,34,2.01489677,3: Mayor a 5 años,6,30,10
398,EJECUTIVO,2025-02-28,1089182,Mas de 5 años,Servicio,305087,ÉXITO CENTRO VILLAVICENCIO,BOGOTA CENTRO,266.666666666666,88.85898901098899,148.326071834862,16,37,16.16754183,3: Mayor a 5 años,6,41,10
399,EJECUTIVO,2025-02-28,1479767,Menos de 6 meses,Comercial,305019,ÉXITO IBAGUE,BOGOTA Y CERCANIAS,20.0,0.0,0.0,3,0,0.0,0: Menos de 6 meses,15,0,0
400,EJECUTIVO,2025-02-28,1932137,Mas de 5 años,Comercial,863224,ÉXITO PIEDECUESTA,SANTANDERES BOYACA,110.00000000000001,106.62147529258502,61.41765769999999,33,22,6.14176577,3: Mayor a 5 años,29,20,10
401,EJECUTIVO,2025-02-28,1151607,Mas de 5 años,Servicio,305068,ÉXITO CASTELLANA,COSTAS,100.0,95.2902606962664,46.94205,8,48,5.1636255,3: Mayor a 5 años,8,50,11
402,EJECUTIVO,2025-02-28,1056647,Mas de 5 años,Comercial,305059,ÉXITO UNICENTRO VILLAVICENCIO,BOGOTA CENTRO,76.6666666666666,157.527551020408,83.73660509999999,23,24,8.37366051,3: Mayor a 5 años,30,15,10
403,EJECUTIVO,2025-02-28,1096221,Menos de 6 meses,Comercial,305053,ÉXITO ALAMOS,BOGOTA CENTRO,29.2682926829268,22.9508571428571,0.0,12,3,0.0,0: Menos de 6 meses,41,13,0
405,EJECUTIVO,2025-02-28,1256403,Mas de 5 años,Servicio,305056,ÉXITO ORIENTAL,SANTANDERES BOYACA,145.45454545454498,119.72159954938199,178.513038461538,16,54,23.206695,3: Mayor a 5 años,11,45,13
406,EJECUTIVO,2025-02-28,1673630,Mas de 5 años,Servicio,879095,ÉXITO SIMON BOLIVAR,ANTIOQUIA,185.714285714285,121.51159754224199,137.249344066666,13,58,20.58740161,3: Mayor a 5 años,7,47,15
