,agrup_dato,fecha_corte,Codigo Ejecutivo,Antigüedad,cargo,canal,catt,region,cum tarjetas,cum seguros,cum creditos,Tarjetas,Seguros,Creditos,antiguedad_cod,metas_tarjetas,metas_seguros,metas_creditos
616,EJECUTIVO,2025-02-28,1499660,Mas de 5 años,Servicio,305038,ÉXITO METROPOLITANO,COSTAS,157.142857142857,114.725583364697,77.5873657594936,11,55,12.25880379,3: Mayor a 5 años,7,47,15
617,EJECUTIVO,2025-02-28,1069796,Entre 1 y 5 años,Comercial,400173,ÉXITO UNICENTRO GIRARDOT,BOGOTA Y CERCANIAS,105.71428571428501,107.160219298245,102.758748720379,37,17,10.8410479899999,2: Entre 1 y 5 años,35,15,10
618,EJECUTIVO,2025-02-28,1214790,Mas de 5 años,Comercial,356070,ÉXITO PALMIRA,ANTIOQUIA,111.627906976744,101.45583239404401,7.90683755501222,48,17,0.80847414,3: Mayor a 5 años,43,16,10
619,EJECUTIVO,2025-02-28,1557685,Menos de 6 meses,Comercial,305037,ÉXITO PASTO,ANTIOQUIA,102.49999999999999,93.4840034661383,204.800353035714,41,17,22.93763954,0: Menos de 6 meses,40,18,11
620,EJECUTIVO,2025-02-28,1922623,Entre 1 y 5 años,Comercial,305088,ÉXITO IPIALES,ANTIOQUIA,106.451612903225,72.1042047622098,73.3633707172995,33,12,8.69355943,2: Entre 1 y 5 años,31,16,11
621,EJECUTIVO,2025-02-28,1233487,Mas de 5 años,Servicio,305030,ÉXITO TULUA,ANTIOQUIA,172.727272727272,29.8915890329211,152.94399688109098,19,12,19.6150676,3: Mayor a 5 años,11,40,12
622,EJECUTIVO,2025-02-28,1188039,Entre 1 y 5 años,Comercial,305017,ÉXITO BELLO,ANTIOQUIA,144.444444444444,97.0941700841114,102.528173809523,65,10,10.76545825,2: Entre 1 y 5 años,45,10,10
623,EJECUTIVO,2025-02-28,1463597,Mas de 5 años,Servicio,305037,ÉXITO PASTO,ANTIOQUIA,200.0,162.942394179894,310.083845657744,14,47,34.5743456899999,3: Mayor a 5 años,7,28,11
624,EJECUTIVO,2025-02-28,1070570,Menos de 6 meses,Comercial,305024,ÉXITO CHAPINERO,BOGOTA CENTRO,56.52173913043478,0.0,0.0,13,0,0.0,0: Menos de 6 meses,23,0,0
625,EJECUTIVO,2025-02-28,1947579,Menos de 6 meses,Comercial,888587,ÉXITO FLORENCIA,BOGOTA CENTRO,13.333333333333334,0.0,0.0,2,0,0.0,0: Menos de 6 meses,15,0,0
626,EJECUTIVO,2025-02-28,1471309,Mas de 5 años,Comercial,305036,ÉXITO RIONEGRO,ANTIOQUIA,116.455696202531,195.194436184623,49.795588625,92,31,7.96729418,3: Mayor a 5 años,79,15,16
627,EJECUTIVO,2025-02-28,1254030,entre 6 meses y 1 año,Comercial,305054,ÉXITO GRAN ESTACION,BOGOTA CENTRO,50.0,36.3428571428571,71.6355006666666,22,5,6.44719506,1: Entre 6 meses y 1 año,44,13,9
628,EJECUTIVO,2025-02-28,1147059,Mas de 5 años,Comercial,305023,ÉXITO BARRANQUILLA,COSTAS,100.0,137.479375,20.1723036,33,21,2.52153795,3: Mayor a 5 años,33,15,12
629,EJECUTIVO,2025-02-28,1580403,entre 6 meses y 1 año,Comercial,356024,ÉXITO ARMENIA,ANTIOQUIA,70.0,29.644032921810698,77.88673349633251,28,7,7.96391849999999,1: Entre 6 meses y 1 año,40,23,10
630,EJECUTIVO,2025-02-28,1883874,Menos de 6 meses,Comercial,305036,ÉXITO RIONEGRO,ANTIOQUIA,23.52941176470588,1.7857142857142856,0.0,4,1,0.0,0: Menos de 6 meses,17,56,0
631,EJECUTIVO,2025-02-28,1505252,Mas de 5 años,Comercial,305008,ÉXITO SAN FERNANDO,ANTIOQUIA,121.21212121212099,75.7784415584415,91.3882556923077,80,18,17.82070986,3: Mayor a 5 años,66,23,19
632,EJECUTIVO,2025-02-28,1877082,Menos de 6 meses,Comercial,305020,ÉXITO SAN PEDRO NEIVA,BOGOTA CENTRO,107.843137254901,22.7057319223985,99.2234361875,55,5,15.87574979,0: Menos de 6 meses,51,22,16
633,EJECUTIVO,2025-02-28,1851945,Entre 1 y 5 años,Comercial,305058,ÉXITO LAS FLORES,COSTAS,125.0,132.340454511578,93.88673930069929,35,30,13.42580372,2: Entre 1 y 5 años,28,22,14
634,EJECUTIVO,2025-02-28,1334182,Mas de 5 años,Servicio,886175,ÉXITO PITALITO,BOGOTA CENTRO,171.428571428571,87.7700552437776,176.088352363636,12,43,19.36971876,3: Mayor a 5 años,7,48,11
635,EJECUTIVO,2025-02-28,1560810,Menos de 6 meses,Comercial,305054,ÉXITO GRAN ESTACION,BOGOTA CENTRO,20.0,0.0,0.0,3,0,0.0,0: Menos de 6 meses,15,0,0
636,EJECUTIVO,2025-02-28,1598954,entre 6 meses y 1 año,Comercial,305001,ÉXITO COLOMBIA,ANTIOQUIA,111.94029850746202,133.769567099567,141.62907099999998,75,19,22.66065136,1: Entre 6 meses y 1 año,67,14,16
637,EJECUTIVO,2025-02-28,1649894,Menos de 6 meses,Comercial,305009,ÉXITO LAURELES,ANTIOQUIA,3.3333333333333335,0.0,0.0,1,0,0.0,0: Menos de 6 meses,30,0,0
638,EJECUTIVO,2025-02-28,1295408,Menos de 6 meses,Comercial,305010,ÉXITO LA FLORA,ANTIOQUIA,60.0,0.0,0.0,18,0,0.0,0: Menos de 6 meses,30,0,0
640,EJECUTIVO,2025-02-28,1140009,Mas de 5 años,Servicio,305018,ÉXITO BUCARAMANGA,SANTANDERES BOYACA,154.54545454545402,125.071253822629,46.074879375,17,57,7.3719807,3: Mayor a 5 años,11,45,16
641,EJECUTIVO,2025-02-28,1757828,Mas de 5 años,Servicio,305021,ÉXITO VILLAVICENCIO,BOGOTA CENTRO,257.142857142857,73.0851685831222,77.3386469090909,18,27,8.50725116,3: Mayor a 5 años,7,36,11
642,EJECUTIVO,2025-02-28,1642512,Entre 1 y 5 años,Comercial,305018,ÉXITO BUCARAMANGA,SANTANDERES BOYACA,103.84615384615302,132.521298701298,69.6916225333333,54,23,10.4537433799999,2: Entre 1 y 5 años,52,17,14
643,EJECUTIVO,2025-02-28,1547600,Entre 1 y 5 años,Comercial,305044,ÉXITO SALITRE,BOGOTA CENTRO,100.0,156.75952380952302,47.9094392222222,39,17,4.31184953,2: Entre 1 y 5 años,39,10,9
644,EJECUTIVO,2025-02-28,1129199,Mas de 5 años,Servicio,305032,ÉXITO CARTAGENA,COSTAS,162.5,101.713617754821,147.597296571428,13,55,15.49771614,3: Mayor a 5 años,8,54,10
645,EJECUTIVO,2025-02-28,1901515,Entre 1 y 5 años,Comercial,305025,ÉXITO POPAYAN,ANTIOQUIA,130.0,95.5191774891774,89.3767723125,91,12,14.30028357,2: Entre 1 y 5 años,70,12,16
646,EJECUTIVO,2025-02-28,1971382,Menos de 6 meses,Comercial,305009,ÉXITO LAURELES,ANTIOQUIA,94.8717948717948,137.705714285714,174.556513447432,74,18,17.8484035,0: Menos de 6 meses,78,13,10
647,EJECUTIVO,2025-02-28,1658388,Mas de 5 años,Comercial,305018,ÉXITO BUCARAMANGA,SANTANDERES BOYACA,94.2307692307692,89.303658008658,74.5282490666666,49,15,11.17923736,3: Mayor a 5 años,52,16,15
648,EJECUTIVO,2025-02-28,1050113,Entre 1 y 5 años,Comercial,305035,ÉXITO CHIPICHAPE,ANTIOQUIA,82.3529411764705,80.9581385281385,215.588492911392,42,14,25.54723641,2: Entre 1 y 5 años,51,17,11
651,EJECUTIVO,2025-02-28,1044868,Mas de 5 años,Servicio,305950,ÉXITO SOGAMOSO,SANTANDERES BOYACA,154.54545454545402,105.53468993872399,147.858378611111,17,62,26.61450815,3: Mayor a 5 años,11,58,18
652,EJECUTIVO,2025-02-28,1673957,Menos de 6 meses,Comercial,305878,ÉXITO GIRARDOT,BOGOTA Y CERCANIAS,62.96296296296296,9.523809523809524,0.0,17,2,0.0,0: Menos de 6 meses,27,21,0
654,EJECUTIVO,2025-02-28,1201704,Mas de 5 años,Comercial,305046,ÉXITO CABECERA,SANTANDERES BOYACA,30.0,64.6379166666666,0.0,12,11,0.0,3: Mayor a 5 años,40,17,0
655,EJECUTIVO,2025-02-28,1207519,Mas de 5 años,Comercial,305026,ÉXITO FONTIBON,BOGOTA CENTRO,107.894736842105,108.65589090610901,95.62254707091469,41,23,9.30407383,3: Mayor a 5 años,38,21,9
656,EJECUTIVO,2025-02-28,1183566,Mas de 5 años,Servicio,305013,ÉXITO LA COLINA,BOGOTA Y CERCANIAS,163.636363636363,105.025335429259,65.58647832369941,18,49,11.34646075,3: Mayor a 5 años,11,46,17
657,EJECUTIVO,2025-02-28,1978734,Mas de 5 años,Comercial,305014,ÉXITO VILLAMAYOR,BOGOTA Y CERCANIAS,112.67605633802799,51.8529004329004,164.264507666666,80,10,24.63967615,3: Mayor a 5 años,71,19,15
658,EJECUTIVO,2025-02-28,1267472,Entre 1 y 5 años,Servicio,305017,ÉXITO BELLO,ANTIOQUIA,216.66666666666598,109.05791245791201,362.430854514285,13,38,31.71269977,2: Entre 1 y 5 años,6,34,8
659,EJECUTIVO,2025-02-28,1666808,Entre 1 y 5 años,Comercial,305009,ÉXITO LAURELES,ANTIOQUIA,83.3333333333333,137.027792207792,22.7624079217603,65,13,2.32745621,2: Entre 1 y 5 años,78,9,10
660,EJECUTIVO,2025-02-28,1565546,Mas de 5 años,Servicio,888587,ÉXITO FLORENCIA,BOGOTA CENTRO,285.0,102.977547649868,262.145533679999,31,31,32.7681917099999,3: Mayor a 5 años,10,30,12
661,EJECUTIVO,2025-02-28,1673688,Mas de 5 años,Comercial,400106,ÉXITO PARQUE FABRICATO,ANTIOQUIA,10.2564102564102,0.0,0.0,4,0,0.0,3: Mayor a 5 años,39,0,0
662,EJECUTIVO,2025-02-28,1961811,Mas de 5 años,Comercial,305003,ÉXITO ENVIGADO,ANTIOQUIA,92.8571428571428,129.09145021645,79.982205,91,14,11.99733075,3: Mayor a 5 años,98,10,15
663,EJECUTIVO,2025-02-28,1879162,entre 6 meses y 1 año,Comercial,400138,ÉXITO LLANOGRANDE,ANTIOQUIA,96.6101694915254,129.681481481481,28.9575525738396,57,21,3.43146998,1: Entre 6 meses y 1 año,59,16,11
664,EJECUTIVO,2025-02-28,1054995,Mas de 5 años,Comercial,305010,ÉXITO LA FLORA,ANTIOQUIA,115.384615384615,119.49974025974,154.949129312499,75,20,24.7918606899999,3: Mayor a 5 años,65,16,16
665,EJECUTIVO,2025-02-28,1909092,Mas de 5 años,Servicio,854198,ÉXITO BARRANCABERMEJA,SANTANDERES BOYACA,164.285714285714,123.78443003913799,113.22690405882301,23,71,19.24857369,3: Mayor a 5 años,14,57,17
666,EJECUTIVO,2025-02-28,1700373,Entre 1 y 5 años,Comercial,309630,ÉXITO CHIA,BOGOTA Y CERCANIAS,126.92307692307601,84.8388,104.182215287356,66,15,18.1277054599999,2: Entre 1 y 5 años,52,17,17
667,EJECUTIVO,2025-02-28,1864227,Menos de 6 meses,Comercial,305055,ÉXITO SAN MATEO CUCUTA,SANTANDERES BOYACA,40.0,0.0,0.0,8,0,0.0,0: Menos de 6 meses,20,0,0
668,EJECUTIVO,2025-02-28,1998102,Mas de 5 años,Servicio,305022,ÉXITO UNICENTRO CALI,ANTIOQUIA,145.45454545454498,81.5617798165137,119.92651886666602,16,48,17.98897783,3: Mayor a 5 años,11,58,15
669,EJECUTIVO,2025-02-28,1564030,Mas de 5 años,Comercial,305082,ÉXITO ZIPAQUIRA,BOGOTA Y CERCANIAS,65.9574468085106,153.666931216931,116.939027257383,31,21,13.8572747299999,3: Mayor a 5 años,47,13,11
670,EJECUTIVO,2025-02-28,1693327,Entre 1 y 5 años,Comercial,305013,ÉXITO LA COLINA,BOGOTA Y CERCANIAS,82.7956989247311,136.773073593073,50.54126275,77,25,8.08660204,2: Entre 1 y 5 años,93,18,16
671,EJECUTIVO,2025-02-28,1553032,Menos de 6 meses,Comercial,305055,ÉXITO SAN MATEO CUCUTA,SANTANDERES BOYACA,45.0,0.0,28.57,9,0,2.857,0: Menos de 6 meses,20,0,10
672,EJECUTIVO,2025-02-28,1879725,Mas de 5 años,Comercial,305038,ÉXITO METROPOLITANO,COSTAS,114.99999999999999,86.10087271179219,217.22180565400802,23,31,25.74078397,3: Mayor a 5 años,20,36,11
673,EJECUTIVO,2025-02-28,1913682,Menos de 6 meses,Comercial,309631,ÉXITO MAYORCA,ANTIOQUIA,39.130434782608695,0.0,0.0,18,0,0.0,0: Menos de 6 meses,46,0,0
674,EJECUTIVO,2025-02-28,1655832,entre 6 meses y 1 año,Servicio,305006,ÉXITO NORTE,BOGOTA Y CERCANIAS,225.0,99.03472254237549,157.996658035087,27,46,22.51452377,1: Entre 6 meses y 1 año,12,46,14
675,EJECUTIVO,2025-02-28,1199128,Menos de 6 meses,Comercial,305037,ÉXITO PASTO,ANTIOQUIA,80.0,0.40097901866548497,142.188796517857,32,1,15.92514521,0: Menos de 6 meses,40,249,11
676,EJECUTIVO,2025-02-28,1774051,Menos de 6 meses,Servicio,305083,ÉXITO CENTRO NEIVA,BOGOTA CENTRO,171.428571428571,63.812106048161596,230.2149422,12,33,23.02149422,0: Menos de 6 meses,7,51,10
677,EJECUTIVO,2025-02-28,1505990,Mas de 5 años,Servicio,882775,ÉXITO OCAÑA,SANTANDERES BOYACA,271.428571428571,142.485228636958,87.4920698260869,19,55,10.06158803,3: Mayor a 5 años,7,38,11
678,EJECUTIVO,2025-02-28,1179969,Entre 1 y 5 años,Comercial,305025,ÉXITO POPAYAN,ANTIOQUIA,80.0,49.1508658008658,15.074808125,56,7,2.4119693,2: Entre 1 y 5 años,70,14,16
679,EJECUTIVO,2025-02-28,1174322,Mas de 5 años,Comercial,305068,ÉXITO CASTELLANA,COSTAS,117.241379310344,89.72102564102559,21.45132325,34,15,2.57415879,3: Mayor a 5 años,29,16,11
680,EJECUTIVO,2025-02-28,1371797,Entre 1 y 5 años,Comercial,305017,ÉXITO BELLO,ANTIOQUIA,101.28205128205101,158.522597402597,115.57516172222199,79,21,20.80352911,2: Entre 1 y 5 años,78,13,18
681,EJECUTIVO,2025-02-28,1218184,Entre 1 y 5 años,Comercial,305027,ÉXITO SUBA,BOGOTA CENTRO,108.0,106.28883116883101,103.41977250000001,54,16,13.23773088,2: Entre 1 y 5 años,50,15,12
682,EJECUTIVO,2025-02-28,1706698,Mas de 5 años,Servicio,305021,ÉXITO VILLAVICENCIO,BOGOTA CENTRO,171.428571428571,56.443285909179494,49.0086801818181,12,21,5.39095482,3: Mayor a 5 años,7,37,11
683,EJECUTIVO,2025-02-28,1285332,Menos de 6 meses,Comercial,305041,ÉXITO FUSAGASUGA,BOGOTA Y CERCANIAS,60.0,15.789473684210526,64.93873363636364,15,3,7.1432607,0: Menos de 6 meses,25,19,11
684,EJECUTIVO,2025-02-28,1277890,Mas de 5 años,Servicio,305020,ÉXITO SAN PEDRO NEIVA,BOGOTA CENTRO,190.90909090909,121.51485540736799,76.2888131515151,21,59,12.58765417,3: Mayor a 5 años,11,48,16
685,EJECUTIVO,2025-02-28,1335883,Mas de 5 años,Comercial,305007,ÉXITO AMÉRICAS,BOGOTA Y CERCANIAS,78.6885245901639,59.6363636363636,20.5849463774403,48,8,2.37241506999999,3: Mayor a 5 años,61,13,11
686,EJECUTIVO,2025-02-28,1670738,Menos de 6 meses,Comercial,305030,ÉXITO TULUA,ANTIOQUIA,85.0,134.754906204906,106.944170294318,34,17,7.81227164,0: Menos de 6 meses,40,12,7
687,EJECUTIVO,2025-02-28,1299817,Mas de 5 años,Comercial,356024,ÉXITO ARMENIA,ANTIOQUIA,85.0,98.43944330132601,212.664818484107,34,18,21.74497769,3: Mayor a 5 años,40,18,10
688,EJECUTIVO,2025-02-28,1710661,Mas de 5 años,Servicio,305004,ÉXITO SAN ANTONIO,ANTIOQUIA,250.0,93.61357202702901,378.290315873015,5,11,11.91614495,3: Mayor a 5 años,2,11,3
690,EJECUTIVO,2025-02-28,1618802,Mas de 5 años,Comercial,886722,ÉXITO MAGANGUE,COSTAS,50.0,94.6606092073381,56.5745136276391,10,21,5.89506431999999,3: Mayor a 5 años,20,22,10
691,EJECUTIVO,2025-02-28,1286535,Entre 1 y 5 años,Comercial,305068,ÉXITO CASTELLANA,COSTAS,106.89655172413698,104.28205128205099,74.2329044166666,31,14,8.90794852999999,2: Entre 1 y 5 años,29,13,11
692,EJECUTIVO,2025-02-28,1818447,Entre 1 y 5 años,Comercial,305003,ÉXITO ENVIGADO,ANTIOQUIA,103.061224489795,104.24153679653601,108.85836099999999,101,22,16.32875415,2: Entre 1 y 5 años,98,21,15
693,EJECUTIVO,2025-02-28,1439893,entre 6 meses y 1 año,Comercial,305017,ÉXITO BELLO,ANTIOQUIA,106.41025641025601,146.577705627705,55.63540566666661,83,30,10.01437302,1: Entre 6 meses y 1 año,78,20,18
694,EJECUTIVO,2025-02-28,1087248,Mas de 5 años,Comercial,305027,ÉXITO SUBA,BOGOTA CENTRO,74.074074074074,160.44352252685502,199.32507421874902,20,12,13.77734913,3: Mayor a 5 años,27,7,6
695,EJECUTIVO,2025-02-28,1979649,entre 6 meses y 1 año,Comercial,878915,ÉXITO UNICENTRO ARMENIA,ANTIOQUIA,148.0,22.3688547943141,135.072038631178,37,3,8.88098654,1: Entre 6 meses y 1 año,25,13,6
696,EJECUTIVO,2025-02-28,1186918,Menos de 6 meses,Servicio,305027,ÉXITO SUBA,BOGOTA CENTRO,100.0,34.61538461538461,0.0,5,9,0.0,0: Menos de 6 meses,5,26,0
697,EJECUTIVO,2025-02-28,1462351,Entre 1 y 5 años,Comercial,400120,ÉXITO SUPERCENTRO TULUA,ANTIOQUIA,107.27272727272701,110.173809523809,0.0,59,17,0.0,2: Entre 1 y 5 años,55,15,0
698,EJECUTIVO,2025-02-28,1401943,entre 6 meses y 1 año,Comercial,305036,ÉXITO RIONEGRO,ANTIOQUIA,91.1392405063291,68.5565136947831,114.12796681249999,72,15,18.26047469,1: Entre 6 meses y 1 año,79,21,16
699,EJECUTIVO,2025-02-28,1794118,Entre 1 y 5 años,Comercial,305047,ÉXITO CAÑAVERAL,SANTANDERES BOYACA,83.3333333333333,127.190765704518,143.745508247422,30,29,13.9433142999999,2: Entre 1 y 5 años,36,22,9
700,EJECUTIVO,2025-02-28,1665096,Menos de 6 meses,Comercial,309631,ÉXITO MAYORCA,ANTIOQUIA,13.333333333333334,0.0,0.0,2,0,0.0,0: Menos de 6 meses,15,0,0
701,EJECUTIVO,2025-02-28,1093348,Mas de 5 años,Servicio,305076,ÉXITO AVENIDA QUINTA,SANTANDERES BOYACA,216.66666666666598,134.268445342664,214.496263979591,13,63,21.0206338699999,3: Mayor a 5 años,6,46,9
702,EJECUTIVO,2025-02-28,1876133,Mas de 5 años,Comercial,305020,ÉXITO SAN PEDRO NEIVA,BOGOTA CENTRO,111.76470588235199,120.80127865961101,74.44106925,57,13,11.91057108,3: Mayor a 5 años,51,10,16
704,EJECUTIVO,2025-02-28,1395231,Mas de 5 años,Comercial,305038,ÉXITO METROPOLITANO,COSTAS,90.0,74.2724137931034,232.434099409282,18,26,27.5434407799999,3: Mayor a 5 años,20,35,11
705,EJECUTIVO,2025-02-28,1174489,Mas de 5 años,Comercial,305842,ÉXITO BOSA,BOGOTA Y CERCANIAS,51.020408163265294,17.798658008658,80.5975991666666,25,4,14.50756785,3: Mayor a 5 años,49,22,18
706,EJECUTIVO,2025-02-28,1133360,entre 6 meses y 1 año,Comercial,305009,ÉXITO LAURELES,ANTIOQUIA,76.9230769230769,183.806103896103,56.8248169193154,60,33,5.81033753,1: Entre 6 meses y 1 año,78,17,10
707,EJECUTIVO,2025-02-28,1553257,entre 6 meses y 1 año,Comercial,359115,ÉXITO LORICA,COSTAS,75.0,65.87012228440071,28.06850243346,15,17,3.69100807,1: Entre 6 meses y 1 año,20,25,13
708,EJECUTIVO,2025-02-28,1057130,Menos de 6 meses,Comercial,305950,ÉXITO SOGAMOSO,SANTANDERES BOYACA,72.41379310344827,0.0,73.23715745454545,21,0,8.05608732,0: Menos de 6 meses,29,0,11
709,EJECUTIVO,2025-02-28,1436804,Menos de 6 meses,Comercial,305005,ÉXITO CALLE 80,BOGOTA CENTRO,115.686274509803,63.536880952380905,104.34667544,59,9,13.04333443,0: Menos de 6 meses,51,14,12
710,EJECUTIVO,2025-02-28,1453974,Mas de 5 años,Servicio,305028,ÉXITO PEREIRA,ANTIOQUIA,172.727272727272,82.74829749103941,44.87720215,19,38,8.97544043,3: Mayor a 5 años,11,45,20
711,EJECUTIVO,2025-02-28,1585688,Mas de 5 años,Servicio,305005,ÉXITO CALLE 80,BOGOTA CENTRO,136.363636363636,156.528577904149,0.0,15,38,0.0,3: Mayor a 5 años,11,24,0
712,EJECUTIVO,2025-02-28,1356712,Menos de 6 meses,Servicio,305055,ÉXITO SAN MATEO CUCUTA,SANTANDERES BOYACA,100.0,1.8518518518518516,0.0,2,1,0.0,0: Menos de 6 meses,2,54,0
714,EJECUTIVO,2025-02-28,1644310,entre 6 meses y 1 año,Comercial,305037,ÉXITO PASTO,ANTIOQUIA,100.0,197.6567097708,0.0,3,3,0.0,1: Entre 6 meses y 1 año,3,1,0
715,EJECUTIVO,2025-02-28,1679922,Mas de 5 años,Servicio,305003,ÉXITO ENVIGADO,ANTIOQUIA,181.818181818181,105.11562788089599,179.747216333333,20,72,26.9620824499999,3: Mayor a 5 años,11,68,14
716,EJECUTIVO,2025-02-28,1374793,Menos de 6 meses,Comercial,305019,ÉXITO IBAGUE,BOGOTA Y CERCANIAS,23.52941176470588,0.0,0.0,4,0,0.0,0: Menos de 6 meses,17,0,0
718,EJECUTIVO,2025-02-28,1458021,Mas de 5 años,Comercial,363157,ÉXITO CHIQUINQUIRA,SANTANDERES BOYACA,108.33333333333299,82.8639828104228,157.7967252,39,17,15.77967252,3: Mayor a 5 años,36,20,10
719,EJECUTIVO,2025-02-28,1738952,Mas de 5 años,Servicio,305014,ÉXITO VILLAMAYOR,BOGOTA Y CERCANIAS,163.636363636363,111.771446369917,172.428969513888,18,57,24.8297716099999,3: Mayor a 5 años,11,50,14
720,EJECUTIVO,2025-02-28,1006686,Menos de 6 meses,Comercial,305015,ÉXITO COUNTRY,BOGOTA Y CERCANIAS,82.5,1.7857142857142856,0.0,33,1,0.0,0: Menos de 6 meses,40,56,0
721,EJECUTIVO,2025-02-28,1356049,entre 6 meses y 1 año,Comercial,305002,ÉXITO POBLADO,ANTIOQUIA,42.4242424242424,34.8750008147869,7.458901099999999,28,8,0.745890109999999,1: Entre 6 meses y 1 año,66,22,9
722,EJECUTIVO,2025-02-28,1540350,Entre 1 y 5 años,Comercial,305068,ÉXITO CASTELLANA,COSTAS,106.89655172413698,79.7902136752136,150.098817916666,31,14,18.01185815,2: Entre 1 y 5 años,29,17,12
723,EJECUTIVO,2025-02-28,1090670,Mas de 5 años,Comercial,881415,ÉXITO NUEVO KENNEDY,BOGOTA Y CERCANIAS,65.0,50.4320767195767,49.387444569421,13,6,4.01684549,3: Mayor a 5 años,20,11,8
724,EJECUTIVO,2025-02-28,1336368,Mas de 5 años,Servicio,305021,ÉXITO VILLAVICENCIO,BOGOTA CENTRO,185.714285714285,94.1265672708374,171.443893090909,13,37,18.85882824,3: Mayor a 5 años,7,39,11
725,EJECUTIVO,2025-02-28,1994971,Entre 1 y 5 años,Comercial,305014,ÉXITO VILLAMAYOR,BOGOTA Y CERCANIAS,80.0,100.39501462863201,210.14117216,12,4,6.56691163,2: Entre 1 y 5 años,15,3,3
726,EJECUTIVO,2025-02-28,1930626,Entre 1 y 5 años,Comercial,309631,ÉXITO MAYORCA,ANTIOQUIA,115.384615384615,98.5492063492063,178.31289525787298,60,11,19.6233323399999,2: Entre 1 y 5 años,52,11,11
727,EJECUTIVO,2025-02-28,1528466,Menos de 6 meses,Comercial,305006,ÉXITO NORTE,BOGOTA Y CERCANIAS,6.666666666666667,0.0,0.0,1,0,0.0,0: Menos de 6 meses,15,0,0
728,EJECUTIVO,2025-02-28,1692477,Mas de 5 años,Comercial,363157,ÉXITO CHIQUINQUIRA,SANTANDERES BOYACA,136.111111111111,116.04206773685799,0.0,49,26,0.0,3: Mayor a 5 años,36,22,0
730,EJECUTIVO,2025-02-28,1869344,Mas de 5 años,Comercial,305021,ÉXITO VILLAVICENCIO,BOGOTA CENTRO,125.714285714285,59.6194285714285,69.6106841075794,44,6,7.11769245,3: Mayor a 5 años,35,10,10
731,EJECUTIVO,2025-02-28,1090907,Mas de 5 años,Servicio,305022,ÉXITO UNICENTRO CALI,ANTIOQUIA,127.27272727272701,112.305174311926,65.16082,14,61,9.774123,3: Mayor a 5 años,11,54,15
732,EJECUTIVO,2025-02-28,1762093,Mas de 5 años,Comercial,305018,ÉXITO BUCARAMANGA,SANTANDERES BOYACA,84.6153846153846,65.69610389610389,9.4054262,44,13,1.41081393,3: Mayor a 5 años,52,19,14
733,EJECUTIVO,2025-02-28,1155592,Mas de 5 años,Servicio,305068,ÉXITO CASTELLANA,COSTAS,100.0,104.206967250312,114.984181818181,8,67,12.64826,3: Mayor a 5 años,8,64,11
734,EJECUTIVO,2025-02-28,1780354,Entre 1 y 5 años,Servicio,305004,ÉXITO SAN ANTONIO,ANTIOQUIA,120.0,29.629629629629626,99.26154833333332,6,8,11.9113858,2: Entre 1 y 5 años,5,27,12
735,EJECUTIVO,2025-02-28,1354524,Menos de 6 meses,Comercial,400106,ÉXITO PARQUE FABRICATO,ANTIOQUIA,20.51282051282051,1.7857142857142856,0.0,8,1,0.0,0: Menos de 6 meses,39,56,0
736,EJECUTIVO,2025-02-28,1357689,Menos de 6 meses,Comercial,305046,ÉXITO CABECERA,SANTANDERES BOYACA,65.0,200.915086805555,12.0334612999999,26,39,1.20334613,0: Menos de 6 meses,40,19,10
737,EJECUTIVO,2025-02-28,1825787,Menos de 6 meses,Servicio,305004,ÉXITO SAN ANTONIO,ANTIOQUIA,0.0,5.263157894736842,0.0,0,3,0.0,0: Menos de 6 meses,0,57,0
738,EJECUTIVO,2025-02-28,1952792,Mas de 5 años,Servicio,305027,ÉXITO SUBA,BOGOTA CENTRO,54.5454545454545,225.69176929392398,0.0,6,61,0.0,3: Mayor a 5 años,11,27,0
739,EJECUTIVO,2025-02-28,1080834,Mas de 5 años,Comercial,305066,ÉXITO SAN FRANCISCO,COSTAS,60.0,97.31609453947169,101.73065115789399,12,26,9.66441186,3: Mayor a 5 años,20,26,9
740,EJECUTIVO,2025-02-28,1844933,Mas de 5 años,Servicio,305068,ÉXITO CASTELLANA,COSTAS,112.5,84.0387332723796,92.5833811818181,9,56,10.18417193,3: Mayor a 5 años,8,66,11
741,EJECUTIVO,2025-02-28,1117884,Menos de 6 meses,Comercial,305039,ÉXITO SINCELEJO,COSTAS,65.51724137931029,49.2943589743589,61.37974683544301,19,9,7.2735,0: Menos de 6 meses,29,18,11
742,EJECUTIVO,2025-02-28,1485398,entre 6 meses y 1 año,Comercial,879095,ÉXITO SIMON BOLIVAR,ANTIOQUIA,119.04761904761901,85.2238661355636,56.0330345,50,27,10.08594621,1: Entre 6 meses y 1 año,42,31,18
743,EJECUTIVO,2025-02-28,1636216,Menos de 6 meses,Comercial,305053,ÉXITO ALAMOS,BOGOTA CENTRO,27.77777777777778,0.0,0.0,5,0,0.0,0: Menos de 6 meses,18,0,0
744,EJECUTIVO,2025-02-28,1635346,Mas de 5 años,Comercial,305087,ÉXITO CENTRO VILLAVICENCIO,BOGOTA CENTRO,114.285714285714,70.5497142857142,51.388606577595,32,9,5.00011142,3: Mayor a 5 años,28,12,9
